"time-stamp","id","movement","x","y","",""
"2014/6/8 08:05:27","1983777","check-in","63","99","5","69"
"2014/6/8 08:06:46","1983777","movement","64","98","5",""
"2014/6/8 08:06:52","1983777","movement","64","97","5",""
"2014/6/8 08:06:58","1983777","movement","64","96","5",""
"2014/6/8 08:07:04","1983777","movement","64","95","5",""
"2014/6/8 08:07:10","1983777","movement","65","94","5",""
"2014/6/8 08:07:16","1983777","movement","65","93","5",""
"2014/6/8 08:07:22","1983777","movement","64","92","5",""
"2014/6/8 08:07:28","1983777","movement","65","91","5",""
"2014/6/8 08:07:34","1983777","movement","66","90","5",""
"2014/6/8 08:07:40","1983777","movement","67","89","5",""
"2014/6/8 08:07:46","1983777","movement","66","88","5",""
"2014/6/8 08:07:52","1983777","movement","67","87","5",""
"2014/6/8 08:07:58","1983777","movement","68","86","5",""
"2014/6/8 08:08:04","1983777","movement","69","85","5",""
"2014/6/8 08:08:10","1983777","movement","69","84","5",""
"2014/6/8 08:08:16","1983777","movement","70","83","5",""
"2014/6/8 08:08:22","1983777","movement","70","82","5",""
"2014/6/8 08:08:28","1983777","movement","69","81","5",""
"2014/6/8 08:08:34","1983777","movement","70","80","5",""
"2014/6/8 08:08:40","1983777","movement","70","79","5",""
"2014/6/8 08:08:46","1983777","movement","70","78","5",""
"2014/6/8 08:08:52","1983777","movement","69","77","5",""
"2014/6/8 08:08:58","1983777","movement","68","76","5",""
"2014/6/8 08:09:04","1983777","movement","69","75","5",""
"2014/6/8 08:09:10","1983777","movement","69","74","5",""
"2014/6/8 08:09:16","1983777","movement","68","73","5",""
"2014/6/8 08:09:22","1983777","movement","69","72","5",""
"2014/6/8 08:09:28","1983777","movement","68","71","5",""
"2014/6/8 08:09:34","1983777","movement","69","70","5",""
"2014/6/8 08:09:40","1983777","movement","69","69","5",""
"2014/6/8 08:09:46","1983777","movement","69","68","5",""
"2014/6/8 08:09:52","1983777","movement","68","67","5",""
"2014/6/8 08:09:58","1983777","movement","68","66","5",""
"2014/6/8 08:10:04","1983777","movement","69","65","5",""
"2014/6/8 08:10:10","1983777","movement","69","64","5",""
"2014/6/8 08:10:16","1983777","movement","70","63","5",""
"2014/6/8 08:10:22","1983777","movement","70","62","5",""
"2014/6/8 08:10:28","1983777","movement","69","61","5",""
"2014/6/8 08:10:34","1983777","movement","69","60","5",""
"2014/6/8 08:10:40","1983777","movement","69","59","5",""
"2014/6/8 08:10:46","1983777","movement","68","58","5",""
"2014/6/8 08:10:52","1983777","movement","68","57","5",""
"2014/6/8 08:10:58","1983777","movement","67","56","5",""
"2014/6/8 08:11:04","1983777","movement","66","55","4",""
"2014/6/8 08:11:10","1983777","movement","65","54","4",""
"2014/6/8 08:11:16","1983777","movement","65","53","4",""
"2014/6/8 08:11:22","1983777","movement","66","52","4",""
"2014/6/8 08:11:28","1983777","movement","65","51","4",""
"2014/6/8 08:11:34","1983777","movement","66","50","4",""
"2014/6/8 08:11:40","1983777","movement","66","49","4",""
"2014/6/8 08:11:46","1983777","movement","66","48","4",""
"2014/6/8 08:11:52","1983777","movement","66","47","4",""
"2014/6/8 08:11:58","1983777","movement","65","46","4",""
"2014/6/8 08:12:04","1983777","movement","64","45","4",""
"2014/6/8 08:12:10","1983777","movement","63","44","4",""
"2014/6/8 08:12:16","1983777","movement","64","43","4",""
"2014/6/8 08:12:22","1983777","movement","63","42","4",""
"2014/6/8 08:12:28","1983777","movement","63","41","4",""
"2014/6/8 08:12:34","1983777","movement","63","40","4",""
"2014/6/8 08:12:40","1983777","movement","63","39","4",""
"2014/6/8 08:12:46","1983777","movement","64","38","4",""
