"Timestamp","id","type","X","Y","Zone","Attraction"
"2014/6/8 08:45:32","1781070","check-in","99","77","5","70"
"2014/6/8 08:46:07","1781070","movement","98","77","5",""
"2014/6/8 08:46:12","1781070","movement","97","77","5",""
"2014/6/8 08:46:17","1781070","movement","96","77","5",""
"2014/6/8 08:46:22","1781070","movement","95","77","5",""
"2014/6/8 08:46:28","1781070","movement","94","77","5",""
"2014/6/8 08:46:40","1781070","movement","93","76","5",""
"2014/6/8 08:46:45","1781070","movement","93","77","5",""
"2014/6/8 08:46:50","1781070","movement","93","76","5",""
"2014/6/8 08:46:55","1781070","movement","92","77","5",""
"2014/6/8 08:47:00","1781070","movement","92","77","5",""
"2014/6/8 08:47:05","1781070","movement","91","78","5",""
"2014/6/8 08:47:10","1781070","movement","91","78","5",""
"2014/6/8 08:47:15","1781070","movement","90","79","5",""
"2014/6/8 08:47:20","1781070","movement","90","78","5",""
"2014/6/8 08:47:25","1781070","movement","89","79","5",""
"2014/6/8 08:47:30","1781070","movement","89","78","5",""
"2014/6/8 08:47:35","1781070","movement","88","79","5",""
"2014/6/8 08:47:40","1781070","movement","88","80","5",""
"2014/6/8 08:47:45","1781070","movement","87","81","5",""
"2014/6/8 08:47:50","1781070","movement","87","81","5",""
"2014/6/8 08:47:55","1781070","movement","87","80","5",""
"2014/6/8 08:48:00","1781070","movement","86","81","5",""
"2014/6/8 08:48:05","1781070","movement","86","82","5",""
"2014/6/8 08:48:10","1781070","movement","85","83","5",""
"2014/6/8 08:48:15","1781070","movement","85","83","5",""
"2014/6/8 08:48:20","1781070","movement","85","84","5",""
"2014/6/8 08:48:29","1781070","movement","85","85","5",""
"2014/6/8 08:48:41","1781070","movement","85","86","5",""
"2014/6/8 08:48:51","1781070","movement","84","86","5",""
"2014/6/8 08:49:02","1781070","movement","83","85","5",""
"2014/6/8 08:49:07","1781070","movement","83","86","5",""
"2014/6/8 08:49:12","1781070","movement","83","85","5",""
"2014/6/8 08:49:17","1781070","movement","82","86","5",""
"2014/6/8 08:49:22","1781070","movement","82","86","5",""
"2014/6/8 08:49:27","1781070","movement","81","87","5",""
"2014/6/8 08:49:32","1781070","movement","81","87","5",""
"2014/6/8 08:49:37","1781070","movement","80","88","5",""
"2014/6/8 08:49:42","1781070","movement","80","88","5",""
"2014/6/8 08:49:47","1781070","movement","79","89","5",""
"2014/6/8 08:49:52","1781070","movement","79","88","5",""
"2014/6/8 08:49:57","1781070","movement","78","88","5",""
"2014/6/8 08:50:02","1781070","movement","78","88","5",""
"2014/6/8 08:50:07","1781070","movement","78","88","5",""
"2014/6/8 08:50:12","1781070","movement","77","88","5",""
"2014/6/8 08:50:20","1781070","movement","76","88","5",""
"2014/6/8 08:50:31","1781070","movement","76","87","5",""
"2014/6/8 08:50:42","1781070","movement","75","86","5",""
"2014/6/8 08:50:47","1781070","movement","75","86","5",""
"2014/6/8 08:50:52","1781070","movement","75","86","5",""
"2014/6/8 08:50:57","1781070","movement","74","85","5",""
"2014/6/8 08:51:02","1781070","movement","75","85","5",""
"2014/6/8 08:51:07","1781070","movement","74","84","5",""
"2014/6/8 08:51:12","1781070","movement","73","84","5",""
"2014/6/8 08:51:17","1781070","movement","73","83","5",""
"2014/6/8 08:51:22","1781070","movement","73","83","5",""
"2014/6/8 08:51:27","1781070","movement","74","82","5",""
"2014/6/8 08:51:32","1781070","movement","74","82","5",""
"2014/6/8 08:51:37","1781070","movement","73","81","5",""
"2014/6/8 08:51:42","1781070","movement","73","81","5",""
"2014/6/8 08:51:47","1781070","movement","73","81","5",""
"2014/6/8 08:51:52","1781070","movement","73","81","5",""
"2014/6/8 08:51:57","1781070","movement","72","80","5",""
"2014/6/8 08:52:02","1781070","movement","72","79","5",""
"2014/6/8 08:52:09","1781070","movement","71","78","5",""
"2014/6/8 08:52:14","1781070","movement","71","78","5",""
"2014/6/8 08:52:19","1781070","movement","71","78","5",""
"2014/6/8 08:52:24","1781070","movement","70","77","5",""
"2014/6/8 08:52:29","1781070","movement","70","77","5",""
"2014/6/8 08:52:34","1781070","movement","69","76","5",""
"2014/6/8 08:52:39","1781070","movement","69","76","5",""
"2014/6/8 08:52:44","1781070","movement","68","75","5",""
"2014/6/8 08:52:49","1781070","movement","68","76","5",""
"2014/6/8 08:52:54","1781070","movement","69","75","5",""
"2014/6/8 08:52:59","1781070","movement","69","74","5",""
"2014/6/8 08:53:04","1781070","movement","69","74","5",""
"2014/6/8 08:53:09","1781070","movement","69","73","5",""
"2014/6/8 08:53:14","1781070","movement","69","73","5",""
"2014/6/8 08:53:19","1781070","movement","69","72","5",""
"2014/6/8 08:53:27","1781070","movement","68","71","5",""
"2014/6/8 08:53:32","1781070","movement","68","72","5",""
"2014/6/8 08:53:37","1781070","movement","68","71","5",""
"2014/6/8 08:53:42","1781070","movement","69","70","5",""
"2014/6/8 08:53:47","1781070","movement","69","70","5",""
"2014/6/8 08:53:52","1781070","movement","69","69","5",""
"2014/6/8 08:53:59","1781070","movement","68","68","5",""
"2014/6/8 08:54:04","1781070","movement","68","69","5",""
"2014/6/8 08:54:09","1781070","movement","68","68","5",""
"2014/6/8 08:54:14","1781070","movement","69","67","5",""
"2014/6/8 08:54:19","1781070","movement","69","68","5",""
"2014/6/8 08:54:24","1781070","movement","68","67","5",""
"2014/6/8 08:54:29","1781070","movement","68","66","5",""
"2014/6/8 08:54:34","1781070","movement","68","65","5",""
"2014/6/8 08:54:39","1781070","movement","68","65","5",""
"2014/6/8 08:54:44","1781070","movement","68","64","5",""
"2014/6/8 08:54:49","1781070","movement","68","64","5",""
"2014/6/8 08:54:54","1781070","movement","68","63","5",""
"2014/6/8 08:55:06","1781070","movement","69","62","5",""
"2014/6/8 08:55:11","1781070","movement","69","62","5",""
"2014/6/8 08:55:16","1781070","movement","69","62","5",""
"2014/6/8 08:55:21","1781070","movement","68","61","5",""
"2014/6/8 08:55:26","1781070","movement","68","62","5",""
"2014/6/8 08:55:31","1781070","movement","68","61","5",""
"2014/6/8 08:55:36","1781070","movement","68","60","5",""
"2014/6/8 08:55:41","1781070","movement","68","59","5",""
"2014/6/8 08:55:50","1781070","movement","69","58","5",""
"2014/6/8 08:55:55","1781070","movement","69","58","5",""
"2014/6/8 08:56:00","1781070","movement","69","58","5",""
"2014/6/8 08:56:05","1781070","movement","68","57","5",""
"2014/6/8 08:56:10","1781070","movement","69","57","5",""
