"time-stamp","id","movement","x","y","",""
"2014/6/6 09:28:46","1983765","check-in","0","67","2","68"
"2014/6/6 09:29:41","1983765","movement","1","67","2",""
"2014/6/6 09:29:54","1983765","movement","2","67","2",""
"2014/6/6 09:30:07","1983765","movement","3","67","2",""
"2014/6/6 09:30:20","1983765","movement","4","67","2",""
"2014/6/6 09:30:33","1983765","movement","5","67","2",""
"2014/6/6 09:30:46","1983765","movement","6","66","2",""
"2014/6/6 09:30:59","1983765","movement","7","66","2",""
"2014/6/6 09:31:12","1983765","movement","8","67","2",""
"2014/6/6 09:31:25","1983765","movement","9","67","2",""
"2014/6/6 09:31:38","1983765","movement","10","66","2",""
"2014/6/6 09:31:51","1983765","movement","11","67","2",""
"2014/6/6 09:32:04","1983765","movement","12","66","2",""
"2014/6/6 09:32:17","1983765","movement","13","67","2",""
"2014/6/6 09:32:30","1983765","movement","14","67","2",""
"2014/6/6 09:32:43","1983765","movement","15","66","2",""
"2014/6/6 09:32:56","1983765","movement","16","67","2",""
"2014/6/6 09:33:09","1983765","movement","17","67","2",""
"2014/6/6 09:33:22","1983765","movement","18","67","2",""
"2014/6/6 09:33:35","1983765","movement","19","67","2",""
"2014/6/6 09:33:48","1983765","movement","20","66","2",""
"2014/6/6 09:34:01","1983765","movement","21","66","2",""
"2014/6/6 09:34:14","1983765","movement","22","66","2",""
"2014/6/6 09:34:27","1983765","movement","23","66","2",""
"2014/6/6 09:34:40","1983765","movement","24","66","2",""
"2014/6/6 09:34:53","1983765","movement","25","66","2",""
"2014/6/6 09:35:06","1983765","movement","26","66","2",""
"2014/6/6 09:35:19","1983765","movement","27","66","2",""
"2014/6/6 09:35:32","1983765","movement","28","67","2",""
"2014/6/6 09:35:45","1983765","movement","29","67","2",""
"2014/6/6 09:35:58","1983765","movement","30","66","2",""
"2014/6/6 09:36:11","1983765","movement","31","67","2",""
"2014/6/6 09:36:24","1983765","movement","32","67","2",""
"2014/6/6 09:36:37","1983765","movement","33","66","2",""
"2014/6/6 09:36:50","1983765","movement","34","66","2",""
"2014/6/6 09:37:03","1983765","movement","35","65","2",""
"2014/6/6 09:37:16","1983765","movement","36","64","2",""
"2014/6/6 09:37:29","1983765","movement","37","63","2",""
"2014/6/6 09:37:42","1983765","movement","38","62","2",""
"2014/6/6 09:37:55","1983765","movement","39","61","2",""
"2014/6/6 09:38:08","1983765","movement","40","60","2",""
