"Timestamp","id","type","X","Y","Zone","Attraction"
"2014/6/7 08:27:43","1099687","check-in","0","67","2","68"
"2014/6/7 08:28:20","1099687","movement","1","66","2",""
"2014/6/7 08:28:28","1099687","movement","2","66","2",""
"2014/6/7 08:28:36","1099687","movement","3","66","2",""
"2014/6/7 08:28:44","1099687","movement","4","67","2",""
"2014/6/7 08:28:52","1099687","movement","5","66","2",""
"2014/6/7 08:29:00","1099687","movement","6","67","2",""
"2014/6/7 08:29:08","1099687","movement","7","66","2",""
"2014/6/7 08:29:16","1099687","movement","8","67","2",""
"2014/6/7 08:29:24","1099687","movement","9","67","2",""
"2014/6/7 08:29:32","1099687","movement","10","66","2",""
"2014/6/7 08:29:40","1099687","movement","11","67","2",""
"2014/6/7 08:29:48","1099687","movement","12","66","2",""
"2014/6/7 08:29:56","1099687","movement","13","66","2",""
"2014/6/7 08:30:04","1099687","movement","14","67","2",""
"2014/6/7 08:30:12","1099687","movement","15","66","2",""
"2014/6/7 08:30:20","1099687","movement","16","67","2",""
"2014/6/7 08:30:28","1099687","movement","17","66","2",""
"2014/6/7 08:30:36","1099687","movement","18","67","2",""
"2014/6/7 08:30:44","1099687","movement","19","67","2",""
"2014/6/7 08:30:52","1099687","movement","20","67","2",""
"2014/6/7 08:31:00","1099687","movement","21","67","2",""
"2014/6/7 08:31:08","1099687","movement","22","67","2",""
"2014/6/7 08:31:16","1099687","movement","23","67","2",""
"2014/6/7 08:31:24","1099687","movement","24","66","2",""
"2014/6/7 08:31:32","1099687","movement","25","67","2",""
"2014/6/7 08:31:40","1099687","movement","26","67","2",""
"2014/6/7 08:31:48","1099687","movement","27","67","2",""
"2014/6/7 08:31:56","1099687","movement","28","66","2",""
"2014/6/7 08:32:04","1099687","movement","29","66","2",""
"2014/6/7 08:32:12","1099687","movement","30","67","2",""
"2014/6/7 08:32:20","1099687","movement","31","66","2",""
"2014/6/7 08:32:28","1099687","movement","32","67","2",""
"2014/6/7 08:32:36","1099687","movement","33","66","2",""
"2014/6/7 08:32:44","1099687","movement","34","65","2",""
"2014/6/7 08:32:52","1099687","movement","35","64","2",""
"2014/6/7 08:33:00","1099687","movement","36","64","2",""
"2014/6/7 08:33:08","1099687","movement","37","63","2",""
"2014/6/7 08:33:16","1099687","movement","38","62","2",""
"2014/6/7 08:33:24","1099687","movement","39","61","2",""
"2014/6/7 08:33:32","1099687","movement","40","61","2",""
"2014/6/7 08:33:40","1099687","movement","41","60","2",""
"2014/6/7 08:33:48","1099687","movement","42","59","2",""
"2014/6/7 08:33:56","1099687","movement","43","58","2",""
"2014/6/7 08:34:04","1099687","movement","44","57","2",""
"2014/6/7 08:34:12","1099687","movement","45","56","4",""
"2014/6/7 08:34:20","1099687","movement","46","55","4",""
"2014/6/7 08:34:28","1099687","movement","47","54","4",""
"2014/6/7 08:34:36","1099687","movement","48","53","4",""
"2014/6/7 08:34:44","1099687","movement","49","52","4",""
"2014/6/7 08:34:52","1099687","movement","50","52","4",""
"2014/6/7 08:35:00","1099687","movement","51","52","4",""
"2014/6/7 08:35:08","1099687","movement","52","51","4",""
"2014/6/7 08:35:16","1099687","movement","53","50","4",""
"2014/6/7 08:35:24","1099687","movement","54","49","4",""
"2014/6/7 08:35:32","1099687","movement","55","48","4",""
"2014/6/7 08:35:40","1099687","movement","56","47","4",""
"2014/6/7 08:35:48","1099687","movement","57","46","4",""
"2014/6/7 08:35:56","1099687","movement","58","45","4",""
"2014/6/7 08:36:04","1099687","movement","59","44","4",""
"2014/6/7 08:36:12","1099687","movement","60","43","4",""
"2014/6/7 08:36:20","1099687","movement","61","42","4",""
"2014/6/7 08:36:28","1099687","movement","62","41","4",""
"2014/6/7 08:36:36","1099687","movement","63","40","4",""
"2014/6/7 08:36:44","1099687","movement","63","39","4",""
"2014/6/7 08:36:52","1099687","movement","63","38","4",""
"2014/6/7 08:37:00","1099687","movement","62","37","4",""
"2014/6/7 08:37:08","1099687","movement","62","36","4",""
"2014/6/7 08:37:16","1099687","movement","63","35","4",""
"2014/6/7 08:37:24","1099687","movement","62","34","4",""
"2014/6/7 08:37:32","1099687","movement","61","33","4",""
"2014/6/7 08:37:40","1099687","movement","60","32","4",""
"2014/6/7 08:37:48","1099687","movement","59","31","4",""
"2014/6/7 08:37:56","1099687","movement","58","32","4",""
"2014/6/7 08:38:04","1099687","movement","57","31","4",""
"2014/6/7 08:38:12","1099687","movement","56","30","4",""
"2014/6/7 08:38:20","1099687","movement","55","31","4",""
"2014/6/7 08:38:28","1099687","movement","54","30","4",""
"2014/6/7 08:38:36","1099687","movement","53","29","4",""
"2014/6/7 08:38:44","1099687","movement","52","28","4",""
"2014/6/7 08:38:52","1099687","movement","51","29","4",""
"2014/6/7 08:39:00","1099687","movement","50","29","4",""
"2014/6/7 08:39:08","1099687","movement","49","29","4",""
"2014/6/7 08:39:16","1099687","movement","48","29","4",""
"2014/6/7 08:39:24","1099687","movement","47","28","4",""
"2014/6/7 08:39:32","1099687","movement","46","27","4",""
"2014/6/7 08:39:40","1099687","movement","45","26","4",""
"2014/6/7 08:39:48","1099687","movement","45","25","4",""
"2014/6/7 08:39:56","1099687","movement","45","24","4",""
"2014/6/7 08:39:59","1099687","check-in","45","24","4","8"
"2014/6/7 08:41:21","1099687","movement","44","25","1",""
"2014/6/7 08:41:29","1099687","movement","45","26","4",""
"2014/6/7 08:41:37","1099687","movement","46","27","4",""
"2014/6/7 08:41:45","1099687","movement","47","28","4",""
"2014/6/7 08:41:53","1099687","movement","48","28","4",""
"2014/6/7 08:42:01","1099687","movement","49","29","4",""
"2014/6/7 08:42:09","1099687","movement","50","29","4",""
"2014/6/7 08:42:17","1099687","movement","51","28","4",""
"2014/6/7 08:42:25","1099687","movement","52","29","4",""
"2014/6/7 08:42:33","1099687","movement","53","29","4",""
"2014/6/7 08:42:41","1099687","movement","54","30","4",""
"2014/6/7 08:42:49","1099687","movement","55","30","4",""
"2014/6/7 08:42:57","1099687","movement","56","30","4",""
"2014/6/7 08:43:05","1099687","movement","57","30","4",""
"2014/6/7 08:43:13","1099687","movement","58","31","4",""
"2014/6/7 08:43:21","1099687","movement","59","31","4",""
"2014/6/7 08:43:29","1099687","movement","60","32","4",""
"2014/6/7 08:43:37","1099687","movement","61","33","4",""
"2014/6/7 08:43:45","1099687","movement","62","34","4",""
"2014/6/7 08:43:53","1099687","movement","63","35","4",""
"2014/6/7 08:44:01","1099687","movement","63","36","4",""
"2014/6/7 08:44:09","1099687","movement","64","37","4",""
"2014/6/7 08:44:17","1099687","movement","64","38","4",""
"2014/6/7 08:44:25","1099687","movement","64","39","4",""
"2014/6/7 08:44:33","1099687","movement","64","40","4",""
"2014/6/7 08:44:41","1099687","movement","65","41","4",""
"2014/6/7 08:44:49","1099687","movement","66","42","4",""
"2014/6/7 08:44:57","1099687","movement","67","42","5",""
"2014/6/7 08:45:05","1099687","movement","68","43","5",""
"2014/6/7 08:45:13","1099687","movement","69","44","5",""
"2014/6/7 08:45:16","1099687","check-in","69","44","5","81"
"2014/6/7 08:55:20","1099687","movement","68","43","5",""
"2014/6/7 08:55:28","1099687","movement","67","42","5",""
"2014/6/7 08:55:36","1099687","movement","66","41","4",""
"2014/6/7 08:55:44","1099687","movement","65","41","4",""
"2014/6/7 08:55:52","1099687","movement","64","40","4",""
"2014/6/7 08:56:00","1099687","movement","63","39","4",""
"2014/6/7 08:56:08","1099687","movement","64","38","4",""
"2014/6/7 08:56:16","1099687","movement","64","37","4",""
"2014/6/7 08:56:24","1099687","movement","64","36","4",""
"2014/6/7 08:56:32","1099687","movement","63","35","4",""
"2014/6/7 08:56:40","1099687","movement","62","34","4",""
"2014/6/7 08:56:48","1099687","movement","61","33","4",""
"2014/6/7 08:56:56","1099687","movement","60","32","4",""
"2014/6/7 08:57:04","1099687","movement","59","32","4",""
"2014/6/7 08:57:12","1099687","movement","58","32","4",""
"2014/6/7 08:57:20","1099687","movement","57","31","4",""
"2014/6/7 08:57:28","1099687","movement","56","31","4",""
"2014/6/7 08:57:36","1099687","movement","55","30","4",""
"2014/6/7 08:57:44","1099687","movement","54","30","4",""
"2014/6/7 08:57:52","1099687","movement","53","29","4",""
"2014/6/7 08:58:00","1099687","movement","52","28","4",""
"2014/6/7 08:58:08","1099687","movement","51","29","4",""
"2014/6/7 08:58:16","1099687","movement","50","28","4",""
"2014/6/7 08:58:24","1099687","movement","49","28","4",""
"2014/6/7 08:58:32","1099687","movement","48","29","4",""
"2014/6/7 08:58:40","1099687","movement","47","28","4",""
"2014/6/7 08:58:48","1099687","movement","46","27","4",""
"2014/6/7 08:58:56","1099687","movement","45","26","4",""
"2014/6/7 08:59:04","1099687","movement","45","25","4",""
"2014/6/7 08:59:12","1099687","movement","45","24","4",""
"2014/6/7 08:59:20","1099687","movement","44","23","1",""
"2014/6/7 08:59:28","1099687","movement","43","22","1",""
"2014/6/7 08:59:36","1099687","movement","43","21","1",""
"2014/6/7 08:59:44","1099687","movement","43","20","1",""
"2014/6/7 08:59:52","1099687","movement","42","19","1",""
"2014/6/7 09:00:00","1099687","movement","42","18","1",""
"2014/6/7 09:00:08","1099687","movement","43","17","1",""
"2014/6/7 09:00:16","1099687","movement","44","16","1",""
"2014/6/7 09:00:24","1099687","movement","45","15","4",""
"2014/6/7 09:00:32","1099687","movement","46","14","4",""
"2014/6/7 09:00:40","1099687","movement","47","13","4",""
"2014/6/7 09:00:48","1099687","movement","47","12","4",""
"2014/6/7 09:00:56","1099687","movement","47","11","4",""
"2014/6/7 09:01:01","1099687","check-in","47","11","4","1"
"2014/6/7 09:05:20","1099687","movement","47","12","4",""
"2014/6/7 09:05:28","1099687","movement","47","13","4",""
"2014/6/7 09:05:36","1099687","movement","46","14","4",""
"2014/6/7 09:05:44","1099687","movement","45","15","4",""
"2014/6/7 09:05:52","1099687","movement","44","16","1",""
"2014/6/7 09:06:00","1099687","movement","43","17","1",""
"2014/6/7 09:06:08","1099687","movement","42","18","1",""
"2014/6/7 09:06:16","1099687","movement","41","17","1",""
"2014/6/7 09:06:24","1099687","movement","40","17","1",""
"2014/6/7 09:06:32","1099687","movement","39","16","1",""
"2014/6/7 09:06:40","1099687","movement","38","17","1",""
"2014/6/7 09:06:48","1099687","movement","37","16","1",""
"2014/6/7 09:06:56","1099687","movement","36","16","1",""
"2014/6/7 09:07:04","1099687","movement","35","16","1",""
"2014/6/7 09:07:12","1099687","movement","34","15","1",""
"2014/6/7 09:07:20","1099687","movement","33","15","1",""
"2014/6/7 09:07:28","1099687","movement","32","16","1",""
"2014/6/7 09:07:36","1099687","movement","31","16","1",""
"2014/6/7 09:07:44","1099687","movement","30","16","1",""
"2014/6/7 09:07:52","1099687","movement","29","16","1",""
"2014/6/7 09:08:00","1099687","movement","28","16","1",""
"2014/6/7 09:08:08","1099687","movement","27","16","1",""
"2014/6/7 09:08:16","1099687","movement","26","17","1",""
"2014/6/7 09:08:24","1099687","movement","25","18","1",""
"2014/6/7 09:08:32","1099687","movement","24","19","1",""
"2014/6/7 09:08:40","1099687","movement","23","20","1",""
"2014/6/7 09:08:48","1099687","movement","22","21","1",""
"2014/6/7 09:08:56","1099687","movement","22","22","1",""
"2014/6/7 09:09:04","1099687","movement","21","23","1",""
"2014/6/7 09:09:12","1099687","movement","22","24","1",""
"2014/6/7 09:09:20","1099687","movement","22","25","1",""
"2014/6/7 09:09:28","1099687","movement","22","26","1",""
"2014/6/7 09:09:36","1099687","movement","22","27","1",""
"2014/6/7 09:09:44","1099687","movement","22","28","1",""
"2014/6/7 09:09:52","1099687","movement","21","29","1",""
"2014/6/7 09:10:00","1099687","movement","21","30","1",""
"2014/6/7 09:10:08","1099687","movement","21","31","1",""
"2014/6/7 09:10:16","1099687","movement","22","32","1",""
"2014/6/7 09:10:24","1099687","movement","22","33","1",""
"2014/6/7 09:10:32","1099687","movement","22","34","1",""
"2014/6/7 09:10:40","1099687","movement","21","35","1",""
"2014/6/7 09:10:48","1099687","movement","20","36","1",""
"2014/6/7 09:10:56","1099687","movement","19","37","1",""
"2014/6/7 09:11:04","1099687","movement","18","38","1",""
"2014/6/7 09:11:12","1099687","movement","17","39","1",""
"2014/6/7 09:11:20","1099687","movement","16","40","1",""
"2014/6/7 09:11:28","1099687","movement","16","41","1",""
"2014/6/7 09:11:36","1099687","movement","17","42","1",""
"2014/6/7 09:11:44","1099687","movement","16","43","1",""
"2014/6/7 09:11:52","1099687","movement","16","44","1",""
"2014/6/7 09:12:00","1099687","movement","15","45","1",""
"2014/6/7 09:12:08","1099687","movement","16","46","1",""
"2014/6/7 09:12:16","1099687","movement","17","47","1",""
"2014/6/7 09:32:09","1099687","movement","17","48","1",""
"2014/6/7 09:32:17","1099687","movement","18","49","1",""
"2014/6/7 09:32:25","1099687","movement","19","50","2",""
"2014/6/7 09:32:33","1099687","movement","20","51","2",""
"2014/6/7 09:32:41","1099687","movement","21","52","2",""
"2014/6/7 09:32:49","1099687","movement","22","53","2",""
"2014/6/7 09:32:57","1099687","movement","23","54","2",""
"2014/6/7 09:33:05","1099687","movement","24","55","2",""
"2014/6/7 09:33:13","1099687","movement","25","56","2",""
"2014/6/7 09:33:21","1099687","movement","26","57","2",""
"2014/6/7 09:33:29","1099687","movement","26","58","2",""
"2014/6/7 09:33:37","1099687","movement","26","59","2",""
