"time-stamp","id","movement","x","y","",""
"2014/6/7 08:00:08","1187304","check-in","63","99","5","69"
"2014/6/7 08:00:36","1187304","movement","63","98","5",""
"2014/6/7 08:00:39","1187304","movement","63","97","5",""
"2014/6/7 08:00:42","1187304","movement","64","96","5",""
"2014/6/7 08:00:45","1187304","movement","65","95","5",""
"2014/6/7 08:00:48","1187304","movement","64","94","5",""
"2014/6/7 08:00:51","1187304","movement","64","93","5",""
"2014/6/7 08:00:54","1187304","movement","64","92","5",""
"2014/6/7 08:00:57","1187304","movement","65","91","5",""
"2014/6/7 08:01:00","1187304","movement","66","90","5",""
"2014/6/7 08:01:03","1187304","movement","67","89","5",""
"2014/6/7 08:01:06","1187304","movement","68","88","5",""
"2014/6/7 08:01:09","1187304","movement","69","87","5",""
"2014/6/7 08:01:12","1187304","movement","69","86","5",""
"2014/6/7 08:01:15","1187304","movement","69","85","5",""
"2014/6/7 08:01:18","1187304","movement","68","84","5",""
"2014/6/7 08:01:21","1187304","movement","68","83","5",""
"2014/6/7 08:01:24","1187304","movement","68","82","5",""
"2014/6/7 08:01:27","1187304","movement","69","81","5",""
"2014/6/7 08:01:30","1187304","movement","68","80","5",""
"2014/6/7 08:01:33","1187304","movement","69","79","5",""
"2014/6/7 08:01:36","1187304","movement","70","78","5",""
"2014/6/7 08:01:39","1187304","movement","70","77","5",""
"2014/6/7 08:01:42","1187304","movement","70","76","5",""
"2014/6/7 08:01:45","1187304","movement","69","75","5",""
"2014/6/7 08:01:48","1187304","movement","68","74","5",""
"2014/6/7 08:01:51","1187304","movement","68","73","5",""
"2014/6/7 08:01:54","1187304","movement","68","72","5",""
"2014/6/7 08:01:57","1187304","movement","68","71","5",""
"2014/6/7 08:02:00","1187304","movement","69","70","5",""
"2014/6/7 08:02:03","1187304","movement","68","69","5",""
"2014/6/7 08:02:06","1187304","movement","69","68","5",""
"2014/6/7 08:02:09","1187304","movement","69","67","5",""
"2014/6/7 08:02:12","1187304","movement","69","66","5",""
"2014/6/7 08:02:15","1187304","movement","68","65","5",""
"2014/6/7 08:02:18","1187304","movement","69","64","5",""
"2014/6/7 08:02:21","1187304","movement","68","63","5",""
"2014/6/7 08:02:24","1187304","movement","68","62","5",""
"2014/6/7 08:02:27","1187304","movement","68","61","5",""
"2014/6/7 08:02:30","1187304","movement","69","60","5",""
"2014/6/7 08:02:33","1187304","movement","68","59","5",""
"2014/6/7 08:02:36","1187304","movement","68","58","5",""
"2014/6/7 08:02:39","1187304","movement","69","57","5",""
"2014/6/7 08:02:42","1187304","movement","68","56","5",""
"2014/6/7 08:02:45","1187304","movement","67","55","5",""
"2014/6/7 08:02:48","1187304","movement","66","54","4",""
"2014/6/7 08:02:51","1187304","movement","66","53","4",""
"2014/6/7 08:02:54","1187304","movement","65","52","4",""
"2014/6/7 08:02:57","1187304","movement","65","51","4",""
"2014/6/7 08:03:00","1187304","movement","65","50","4",""
"2014/6/7 08:03:03","1187304","movement","65","49","4",""
"2014/6/7 08:03:06","1187304","movement","65","48","4",""
"2014/6/7 08:03:09","1187304","movement","64","47","4",""
"2014/6/7 08:03:12","1187304","movement","65","46","4",""
"2014/6/7 08:03:15","1187304","movement","64","45","4",""
"2014/6/7 08:03:18","1187304","movement","63","44","4",""
"2014/6/7 08:03:21","1187304","movement","62","43","4",""
"2014/6/7 08:03:24","1187304","movement","62","42","4",""
"2014/6/7 08:03:27","1187304","movement","62","41","4",""
"2014/6/7 08:03:30","1187304","movement","63","40","4",""
"2014/6/7 08:03:33","1187304","movement","63","39","4",""
"2014/6/7 08:03:36","1187304","movement","63","38","4",""
"2014/6/7 08:03:39","1187304","movement","64","37","4",""
"2014/6/7 08:03:42","1187304","movement","63","36","4",""
"2014/6/7 08:03:45","1187304","movement","62","35","4",""
"2014/6/7 08:03:48","1187304","movement","62","34","4",""
"2014/6/7 08:03:51","1187304","movement","61","33","4",""
"2014/6/7 08:03:54","1187304","movement","60","32","4",""
"2014/6/7 08:03:57","1187304","movement","59","32","4",""
"2014/6/7 08:04:00","1187304","movement","58","31","4",""
"2014/6/7 08:04:03","1187304","movement","57","30","4",""
