"Timestamp","id","type","X","Y","Zone","Attraction"
"2014/6/6 08:45:40","1935406","check-in","99","77","5","70"
"2014/6/6 08:46:22","1935406","movement","98","77","5",""
"2014/6/6 08:46:27","1935406","movement","97","77","5",""
"2014/6/6 08:46:32","1935406","movement","96","77","5",""
"2014/6/6 08:46:37","1935406","movement","95","77","5",""
"2014/6/6 08:46:42","1935406","movement","94","76","5",""
"2014/6/6 08:46:47","1935406","movement","93","76","5",""
"2014/6/6 08:46:52","1935406","movement","93","77","5",""
"2014/6/6 08:46:57","1935406","movement","92","77","5",""
"2014/6/6 08:47:03","1935406","movement","91","78","5",""
"2014/6/6 08:47:08","1935406","movement","91","77","5",""
"2014/6/6 08:47:13","1935406","movement","91","78","5",""
"2014/6/6 08:47:18","1935406","movement","90","79","5",""
"2014/6/6 08:47:23","1935406","movement","90","78","5",""
"2014/6/6 08:47:28","1935406","movement","89","79","5",""
"2014/6/6 08:47:33","1935406","movement","89","79","5",""
"2014/6/6 08:47:38","1935406","movement","88","80","5",""
"2014/6/6 08:47:43","1935406","movement","88","79","5",""
"2014/6/6 08:47:48","1935406","movement","87","80","5",""
"2014/6/6 08:47:53","1935406","movement","87","81","5",""
"2014/6/6 08:47:58","1935406","movement","86","82","5",""
"2014/6/6 08:48:03","1935406","movement","86","82","5",""
"2014/6/6 08:48:08","1935406","movement","86","82","5",""
"2014/6/6 08:48:13","1935406","movement","85","83","5",""
"2014/6/6 08:48:18","1935406","movement","85","82","5",""
"2014/6/6 08:48:23","1935406","movement","85","83","5",""
"2014/6/6 08:48:28","1935406","movement","84","84","5",""
"2014/6/6 08:48:33","1935406","movement","85","85","5",""
"2014/6/6 08:48:38","1935406","movement","85","85","5",""
"2014/6/6 08:48:43","1935406","movement","85","86","5",""
"2014/6/6 08:48:53","1935406","movement","84","85","5",""
"2014/6/6 08:48:58","1935406","movement","85","85","5",""
"2014/6/6 08:49:03","1935406","movement","84","85","5",""
"2014/6/6 08:49:08","1935406","movement","83","86","5",""
"2014/6/6 08:49:13","1935406","movement","83","86","5",""
"2014/6/6 08:49:18","1935406","movement","82","86","5",""
"2014/6/6 08:49:26","1935406","movement","81","87","5",""
"2014/6/6 08:49:31","1935406","movement","81","87","5",""
"2014/6/6 08:49:36","1935406","movement","81","87","5",""
"2014/6/6 08:49:41","1935406","movement","80","88","5",""
"2014/6/6 08:49:46","1935406","movement","81","88","5",""
"2014/6/6 08:49:51","1935406","movement","80","88","5",""
"2014/6/6 08:49:56","1935406","movement","79","89","5",""
"2014/6/6 08:50:01","1935406","movement","78","88","5",""
"2014/6/6 08:50:06","1935406","movement","79","88","5",""
"2014/6/6 08:50:11","1935406","movement","78","87","5",""
"2014/6/6 08:50:16","1935406","movement","77","87","5",""
"2014/6/6 08:50:21","1935406","movement","76","88","5",""
"2014/6/6 08:50:26","1935406","movement","76","87","5",""
"2014/6/6 08:50:31","1935406","movement","75","87","5",""
"2014/6/6 08:50:36","1935406","movement","75","87","5",""
"2014/6/6 08:50:41","1935406","movement","75","87","5",""
"2014/6/6 08:50:46","1935406","movement","75","86","5",""
"2014/6/6 08:50:54","1935406","movement","74","85","5",""
"2014/6/6 08:50:59","1935406","movement","74","85","5",""
"2014/6/6 08:51:04","1935406","movement","73","84","5",""
"2014/6/6 08:51:09","1935406","movement","73","84","5",""
"2014/6/6 08:51:14","1935406","movement","73","84","5",""
"2014/6/6 08:51:19","1935406","movement","74","83","5",""
"2014/6/6 08:51:26","1935406","movement","73","82","5",""
"2014/6/6 08:51:31","1935406","movement","73","82","5",""
"2014/6/6 08:51:36","1935406","movement","73","82","5",""
"2014/6/6 08:51:41","1935406","movement","72","81","5",""
"2014/6/6 08:51:46","1935406","movement","72","81","5",""
"2014/6/6 08:51:51","1935406","movement","71","80","5",""
"2014/6/6 08:51:56","1935406","movement","71","80","5",""
"2014/6/6 08:52:01","1935406","movement","70","79","5",""
"2014/6/6 08:52:06","1935406","movement","71","79","5",""
"2014/6/6 08:52:11","1935406","movement","70","78","5",""
"2014/6/6 08:52:16","1935406","movement","71","78","5",""
"2014/6/6 08:52:21","1935406","movement","70","77","5",""
"2014/6/6 08:52:26","1935406","movement","69","77","5",""
"2014/6/6 08:52:31","1935406","movement","69","77","5",""
"2014/6/6 08:52:36","1935406","movement","68","76","5",""
"2014/6/6 08:52:41","1935406","movement","68","76","5",""
